audio,filename,Ladino,Español,Türkçe,English
,127-moshe-dize-a-sara-ke-no-es-bueno.jpeg,Moshe dize a Sara ke no es bueno bever tantos kaves al dia.,Moshe dice a Sara què no es bueno beber tantas tasas de café al día.,Moşe Sara'ya günde bu kadar çok kahve içmenin iyi olmadığını söyler.,Moshe tells Sara that it's not good drinking so many cups of coffee a day.
,128-moshe-dize-ke-muncho-kave-danya-el-korason.jpeg,Moshe dize ke muncho kave danya el korason.,Moshe dice que mucho café daña el corazón.,Moşe çok kahvenin kalbe zarar verdiğini söyler.,Moshe says a lot of coffee harms the heart.
,129-sara-dize-ke-su-echo-es-yeno-de-stres.jpeg,Sara dize ke su echo es yeno de stres i ke eya no fuma ma beve kave.,Sara dice que su trabajo es lleno de estrés y que ella no fuma pero bebe café.,Sara işinin stres dolu olduğunu ve sigara içmek yerine kahve içtiğini söyler.,Sara says her work is full of stress and that she doesn't smoke but drinks coffee.
,130-moshe-dize-a-sara-ke-aga-meditasyon.jpeg,Moshe dize a Sara ke aga meditasyon kuando tiene stres.,Moshe dice a Sara que haga meditación cuando tiene estrés.,Moşe Sara'ya stresli olduğu zaman meditasyon yapmasıni söyler.,Moshe telss Sara to meditate when she is stressful.
,131-sara-dize-ke-la-meditasyom-le-toma-muncho-tiempo.jpeg,"Sara dize ke la meditasyon le toma muncho tiempo, tiempo que no tiene.","Sara dice que la meditación le toma mucho tiempo, tiempo que no tiene.","Sara meditasyonun çok vakit aldığını söyler, olmayan vaktini.","Sara says meditation takes up too much time, time she doesn't have."
,132-moshe-dize-ke-kon-buena-voluntad.jpeg,Moshe dize ke kon buena voluntad para todo se topa tiempo.,Moshe dice que con buena voluntad para todo se encuentra tiempo.,Moşe iyi niyetle her şeye vakit bulunabileceğini söyler.,Moshe says one can find time if one has a good will.
,133-oy-moshe-esta-muy-orozo.jpeg,Oy Moshe esta muy orozo. Un hazino se izo bueno i oy se esta indo a su kaza.,Hoy Moshe está muy contento. Un paciente que trata se puso bueno y hoy se va a su casa.,Bugün Moşe çok mutlu. Bir hastası iyileşti ve bugün evine gidiyor.,Today Moshe is very happy. A patient of his has been cured and is going home today.
,134-toda-la-famiya-del-hazino-vinieron.jpeg,Toda la famiya del hazino vinieron para yevarlo a kaza.,Toda la familia del paciente vino a llevarlo a casa.,Hastanın bütün ailesi onu evine götürmek için geldiler.,The patient's family have come to take him home.
,135-la-kamareta-del-hazino-esta-yena.jpeg,La kamareta del hazino esta yena de rozas i bonbones.,La habitación del paciente está llena de flores y caramelos.,Hastanın odası çiçek ve şeker dolu.,The patient's room is full of flowers and sweets.
,136-moshe-esta-avlando-kon-la-famiya.jpeg,Moshe esta avlando kon la famiya i les esta dando la resefta de kuras ke el hazino deve de tomar.,Moshe está hablando con la familia y les está dando la prescripción de las medicinas que debe tomar.,Moşe aileye konuşuyor ve onlara hastanin alması gereken ilaçların reçetesini veriyor.,Moshe is talking to the family and giving them the prescription for the medicines he has to take.
,137-moshe-esta-muy-kontente-porke-el-hazino.jpeg,Moshe esta muy kontente porke el hazino es el tiyo de Sara.,Moshe está muy contento porque el paciente es el tío de Sara.,Moşe çok memnun çünkü hasta Sara'nın amcası.,Moshe is very happy because the patient is Sara's uncle.
,138-la-mujer-del-hazino-le-trusho-a-moshe.jpeg,La mujer del hazino le trusho a Moshe borekitas de berendjena ke izo eya.,"La mujer del paciente le trajo a Moshe ""borekas"" de berenjena que hizo ella.","Hastanın karısi Moşe'ye kendi yaptığı patlıcanlı ""borekas"" getirdi.","The patient's wife brought Moshe ""borekas"" filled with eggplants/aubergines that she made."
,139-moshe-se-yevo-las-borekas-a-kaza.jpeg,Moshe se yevo las borekas a kaza i le dio el bueno haber a Sara.,"Moshe llevó las ""borekas""a casa y le dió la buena noticia a Sara.","Moşe ""boreka""ları eve götürdü ve Sara'ya iyi haberi verdi.","Moshe took the ""borekas"" honme and gave Sara the good news."
,140-oy-es-alhad-i-el-tiempo-300x300.jpeg,"Oy es Alhad i el tiempo esta una maraviya, ideal para ir a la plaj.","Hoy es domingo y el tiempo está perfecto, ideal para ir a la playa.","Bugün Pazar ve hava bir harika, plaja gitmek için ideal.","Today is Sunday and the weather is wonderful, ideal for the beach."
,141-moshe-i-sara-se-estan-aparejando-para-ir-.jpeg,Moshe i Sara se estan aparejando para ir a la plaj.,Moshe y Sara se están preparando para ir a la playa.,Moşe ve Sara plaja gitmek için hazırlanıyorlar.,Moshe and Sara are getting ready to go to the beach.
,142-la-madre-de-sara-les-trusho-albondigas.jpeg,La madre de Sara les trusho albondigas de prasa i almodrote de kalavasa.,La madre de Sara les trajo albondigas de puerro con un flan de calabacín.,Sara'nin annesi onlara pırasa köftesi ile kabak böreği getirdi.,Sara's mother brought them leek meatballs and a courgette pie.
,143-la-madre-de-moshe-les-trusho.jpeg,La madre de Moshe les trusho dolmas de pipirushkas.,La madre de Moshe les trajo pimientos verdes rellenos.,Moşe'nin annesi onlara biber dolması getirdi,Moshe's mother brought them stuffed green peppers.
,144-moshe-i-sara-desidaron-de-yevar-sandviches.jpeg,Moshe i Sara desidaron de yevar sandviches i fruta a la plaj.,Moshe y Sara decidieron llevar sándwiches y fruta a la playa.,Moşe ve Sara plaja sandviç ve meyve götürmeye karar verdiler.,Moshe and Sara decides to take sandwiches and fruit to the beach.
,145-las-komidas-de-las-madre-se-las-van-a.jpeg,Las komidas de las madres se las van a komer entre semana kuando vienen del echo.,Tomarán la comida de las madres durante la semana cuando lleguen a casa de trabajar.,Annelerin yemeklerini hafta arası işten gelince yiyecekler.,They will eat their mother's food during the week when they get home from work.
,146-sara-esta-aparejando-los-sandviches.jpeg,Sara esta aparejando los sandviches en este momento: de kezo i de gayna.,Sara está preparando los sándwiches en éste momento: de queso y de pollo.,Sara şu anda sandviçleri hazırlıyor: peynirli ve tavuklu.,Sara is preparing the sandwiches right now: of cheese and of chicken.
,147-sara-i-moshe-tomaron-las-chantas-se-suvieron.jpeg,"Sara i Moshe tomaron las chantas, se suvieronn al otomobil i mse fueron a la mar.","Sara y Moshe cogieron sus bolsas, se subieron al coche y se fueron al mar.","Sara ve Moşe çantalarını aldılar, arabaya bindiler ve denize gittiler.","Sara and Moshe took their bags, got into the car, and went to the sea."
,148-sara-i-moshe-nadan-muncho.jpeg,Sara i Moshe nadan muncho i se kedan el la agua oras enteras.,Sara y Moshe nadan mucho y se quedan en el agua por horas.,Sara ve Moşe çok yüzerler ve saatlerce suda kalirlar.,Sara and Moshe swim a lot and they stay in the water for hours.
,149-los-amigos-de-sara-i-moshe-tambien-estan-en-la-plaj.jpeg,Los amigos de Sara i Moshe tambien estan en la plaj.,Los amigos de Sara y Moshe también están en la playa.,Sara ve Moşe'nin arkadaşları da plajda.,Sara and Moshe's friends are also on the beach.
,150-los-ombres-estan-djugando-voleybol-de-plaj.jpeg,Los ombres estan djugando voleybol de plaj.,Los hombres están jugando al voleibol en la playa.,Erkekler plaj voleybolü oynuyorlar.,The men are playing beach volleyball.
,151-las-mujeres-estan-asentadas-en-el-cafe.jpeg,Las mujeres estan asentadas en el café beviendo limonta yelada.,Las mujeres están sentadas en el cafetería y tomando café frío.,Kadınlar kafede oturup soğuk limonata içiyorlar.,The women are sitting at the café drinking cold lemonade.
,152-kuando-los-ombres-eskaparon-de-djugar.jpeg,"Kuando los ombres eskaparon de djugar voleybol, todos entraron a la mar.","Cuando los hombres acabaron de jugar voleibol, todos se metieron en el mar.","Erkekler voleybol oynamayı bitirince, herkes denize girdi.","When the men finished playing volleyball, they all went into the sea."
,153-a-la-noche-todos-tornaron-a-kaza.jpeg,A la noche todos tornaron a kaza kansados ma muy kontentes.,"Por la noche, todos regresaron a casa, cansados pero muy contentos.",Akşama herkes eve yorgun ama çok mutlu döndü.,"In the evening, everyone returned home tired but happy."
,154-los-amigos-de-moshe-son-rezin-kazados.jpeg,Los amigos de Moshe son rezin kazados.,Los amigos de Moshe están recién casados.,Moşe'nin arkadaşları yeni evli.,Moshe's friends are newly-weds.
,155-sara-i-moshe-estan-invitados-a-sus-kaza.jpeg,Sara i Moshe estan invitados a sus kaza a komer.,Sara y Moshe están invitados a su casa a comer.,Sara ve Moşe onların evine yemeğe davetliler.,Sara and Moshe are invited to their home for dinner.
,156-sara-les-merko-un-ermozo-vazo.jpeg,Sara les merko un ermozo vazo para sus kaza.,Sara compró un hermoso florero para su casa.,Sara evlerine güzel bir vazo satın aldı.,Sara bought them a pretty vase for their home.
,158-para-diferensyar-entre-las-Saras.jpeg,"Para difereensyar entre las dos Saras, la una se yama Sara la morena, i la otra, Sara la blonda.","Para diferenciar entre las dos Saras, la una se llama Sara la morena, y la otra, Sara la rubia.","İki Sara'yı birbirinden ayırmak için birine esmer Sara, diğerine de sarışın Sara derler.","To differentiate between the two Saras, one of them is called brunette Sara, and the other one is called blond Sara."
,159-kuando-vinieron-a-la-kaza-de-sara-i-rudi-300x300.jpeg,Kuando vinieron a la kaza de Sara i Rudi la meza estava pronta.,Cuando llegaron a la casa de Sara y Rudi la mesa estaba lista.,Sara ve Rudi'nin evine geldiklerinde masa hazırdı.,"When they arrived at the house of Sara and Rudi, the table was set."
,160-komieron-bevieron-i-pasaron.jpeg,"Komieron, bevieron, i pasaron una nochada muy ermoza.","Comieron, bebieron y pasaron una noche muy buena.","Yediler, içtiler ve çok güzel bir gece geçirdiler.",They ate and drank and spent a great evening.
,161-sara-i-rudi-estan-muy-kansados.jpeg,Sara i Rudi estan muy kansados porke eyos lavoran muncho anyo entero.,Sara y Rudi están muy cansados porque ellos trabajan mucho el año entero.,Sara ve Rudi çok yorgunlar çünkü onlar bütün sene çok çalışırlar.,Sara and Rudi are very tired because they work hard all year long.
,162-agora-es-tiempo-de-vakansas.jpeg,"Agora es tiempo de vakansas. Sara i Rudi desidaron de irsen a Çeşme, sus lugar preferido.","Ahora es hora de vacaciones. Sara y Rudi decidieron de irse a Çeşme, su lugar preferido.",Şimdi tatil zamanı. Sara ve Rudı en sevdikleri yer olan Çeşme'ye gitmeye kara verdiler.,"Now it's vacation time. sara and Rudi have decided to go to Çeşme, their favorite place."
,163-los-kuatro-amigos-desidaron-de-irsen-a-cesme.jpeg,"Los kuatro amigos, Sara i Moshe, Sara i Rudi, desidaron de irsen a Çeşme endjuntos.","Los cuatro amigos, Sara y Moshe, Sara y Rudi, decidieron irse a Çeşme juntos.","Dört arakadaş Sara ve Moşe, Sara ve Rudi, Çeşme'ye birlikte gitmeye karar verdiler.","The four friends, Sara and Moshe, Sara and Rudi, have decided to go to Çeşme together."
,164-la-famiya-de-rudi-tiene-una-kaza-en-cesme.jpeg,La famiya de Rudi tiene una kaza en Çeşme i los kuatro amigos se estan kedando en esta kaza.,La familia de Rudi tiene una casa en Çeşme y los cuatro amigos se están quedando en ésta casa.,Rudi'nin ailesinin Çeşme'de bir evi var ve dört arkadaş o evde kalıyorlar.,Rudi's family has a house in Çeşme and the four friends are staying at that house.
,165-la-kaza-de-la-famiya-de-rudi-esta-al-bodre-de-la-mar.jpeg,La kaza de la famiya de Rudi esta al bodre de la mar i kada dia se estan indo a la plaj.,La casa de la familia de Rudi está al lado del mar y cada día están yendo a la playa.,Rudi'nin ailesinin evi deniz kıyısında ve her gün plaja gidiyorlar.,The house of Rudi's family is at the seaside and they are going to the beach every day.
,166-ay-restorantes-maraviyozos-en-cesme.jpeg,"Ay restorantes maraviyozos en Çeşme i kada noche, los amigos se van a komer afuera.",Hay restaurantes muy buenos en Çeşme y los amigos se van a comer fuera cada noche.,Çeşme'de harika restoranlar var ve her akşam arkadaşlar dışarı yemeğe gidiyorlar.,There are wonderful resturants in Çeçme and the friends go out for dinner every evening.
,167-los-kinze-dias-de-vakansas-pasaron-muy-presto.jpeg,Los kinze dias de vakansas pasan muy presto i ya no vino el tiempo de tornar a kaza.,Los quince días de cacaciones pasan muy rápido y ya es hora de volver a casa.,Onbes günlük tatil çok çabuk geçer ve eve dönme zamanı gelir.,Fifteen-days' vacation goes by quickly and it's time to go back home.
,168-moshe-tiene-una-sovrina.jpeg,Moshe tiene una sovrina. Eya es ija de su ermano. Se yama Ayla.,Moshe tiene una sobrina. Ella es hija de su hermano. Se llama Ayla.,Moşe'nin bir yeğeni (kız) var. O abisinin kızı. Adı Ayla.,Moshe has a niece. She is the daughter of his brother. Her hame is Ayla.
,169.-Ayla-tiene-sesh-anyos.jpeg,Ayla tiene sesh anyos. Eya eb blonda kon ojos pretos. Le plaze vistirse fostanes de prensesa.,Ayla tiene seis años. Ella es rubia con ojos negros. Le gusta verstise de princesa.,Ayla altı yaşında. O sarısın ve kara gözlü. Prenses elbiseleri giymeyi sever.,Ayla is six years old. She is blond with dark eyes. She likes wearing princess dresses.
,170-ayla-empesa-la-eskola-primera.jpeg,"Ayla empesa la eskola primera esta semana. Eya tiene muevos livros, tefteres i kalemes.","Ayla empieza la escuela primaria ésta semana. Ella tiene nuevos libros, cuadernos y lápizes.","Ayla bu hafta ilkokula başlıyor. Onun yeni kitapları, defterleri ve kalemleri var.","Ayla starts primary school this weel. She has new books, notebooks and pencils."
,171-ayla-se-kere-ambezar-a-meldar.jpeg,Ayla se kere ambezar a meldar presto porke le plaze muncho los livros.,Ayla quiere aprender a leer rápido porque le gustan mucho los libros.,Ayla çabucak okumayı oğrenmek istiyor çünkü kitaplardan çok hoşlanıyor.,Ayla wants to learn how to read fast because she loves books.
,172-ayla-tiene-un-ermano-mas-grande.jpeg,Ayla tiene un ermano mas grande de Eya. El esta en la kuatrena klasa.,Ayla tiene un hermano mayor. Él está en cuatrena.,Ayla'nin ondan daha büyük bir erkek kardeşi var. O dördüncü sınıfta.,Ayla has a brother older than she is. He is in fourth form.
,173-moshe-le-regalo-una-chanta-yena-de-livros.jpeg,Moshe le regalo una chanta yena de livros ilustrados a Ayla.,Moshe le regaló una bolsa llena de libros ilustrados a Ayla.,Moŝe Ayla'ya bir çanta dolusu resimli kitap hediye etti.,Moshe gave Ayla a bag full of illustrated books as a present.
,174-ayla-esta-muy-kontente-de-su-eskola-mueva.jpeg,Ayla esta muy kontente de su eskola mueva. Tiene munchos amigos.,Ayla está muy feliz con su escuela nueva. Ella tiene muchos amigos.,Ayla yeni okulundan çok memnun. Çok arkadaşı var.,Ayla is very happy with her new school. She has lots of friends.
,175.-el-ermano-de-ayla-se-yama-selim.jpeg,El ermano de Ayla se yama Selim. El tiene mueve anyos.,El hermano de Ayla se llama Selim. Él tiene nueve años.,Ayla'nin abisinin adı Selim. O dokuz yaşında.,Selim is Ayla's brother. He is nine years old.
,176.-selim-es-un-muy-buen-elevo.jpeg,"Selim es un muy buen elevo. El se kere azer doktor komo el tio, Moshe.",Selim es un muy buen estudiante. Él quiere ser médico como su tío Moshe.,Selim çok iyi bir öğrenci. O dayısı Moşe gibi doktor olmak istiyor.,"Selim is a very good student. He wants to be a doctor like his uncle, Moshe."
,177.-Selim-tiene-munchos-hobis.jpeg,Selime tiene munchos hobis. El mas importante es el futbol.,Selim tiene muchas aficiones. La más importante es el fútbol.,Selim'in birçok hobisi var. En önemlisi futbol.,Selim has a lot of hobbies. The most important is football.
,178.-selim-is-us-amigos-tienen-un-ekipo.jpeg,Selim i sus amigos tienen un ekipo i kada Alhad se van a djugar futbol en el kampo de la eskola.,Selim y sus amigos tienen un equipo y cada domingo se van a jugar al fútbol en el campo de la escuela.,Selim ve arkadaşlarının bir takımı var ve her Pazar okulun kampında futbol oynamaya giderler.,Selim and his friends have a team and every sunday they go to play football on the school's field.
,179.-oy-selim-i-su-ekipo-tienen-mach-de-futbol.jpeg,Oy Selim i su ekipo tienen mach de futbol kon el ekipo de otra eskola.,Hoy Selim y su equipo tienen partido con el equipo de otra escuela.,Bugün Selim ve takımının başka bir okulun takımı ile maçı var.,Today Selim and his team have a match with the team of another school.
,180.-este-es-un-mach-muy-importante.jpeg,Este es un mach muy importante. Si gana van a ser shampiyones de eskolas.,"Éste partido es muy importante. Si ganan, van a ser campeones de escuelas.",Bu maç çok önemli. Kazanırlarsa okullar şampiyonu olacaklar.,"This match is very important. If they win, they will be champions of schools."
,181.-toda-la-famiya-de-selim-estan-en-el-mach-300x300.jpeg,Toda la famiya de Selim estan en el mach apoyando a Selim i su ekipo.,Toda la famila de Selim está en el partido apoyando a Selim y a su equipo.,Selim'in bütün ailesi Selim'e ve takımına destek vermek için maçta.,Selim's family is at the match to support Selim and his team.
,182-ayla-i-selim-son-muy-buenos-ermanos.jpeg,Ayla i Selim son muy buenos ermanos. No se peleyan nunka.,Ayla y Selim son muy buenos hermanos. No se pelean nunca.,Ayla ve Selim çok iyi kardeşler. Hiç kagva etmezler.,Ayla and Selim are very good siblings. They never fight.
,183-ayla-i-selim-se-van-a-la-mizma-eskola.jpeg,Ayla i Selim se van a la mizma eskola. La eskola esta bastante serka i eyos se van a pie.,Ayla y Selim se van a la misma escuela. La escuela está bastante cerca y ellos van a pie.,Ayla ve Selim aynı okula gidiyorlar. Okul oldukça yakinda ve onlar yürüyerek giderler.,Ayla and Selim go to the same school. The school is quite near and they go on foot.
,184-ayla-i-selim-yegan-a-la-eskola-temprano.jpeg,Ayla i Selim yegan a la eskola temprano para djugar kon sus amigos en la guerta.,Ayla y Selim llegan a la escuela temprano para jugar con sus amigos en el jardín.,Ayla ve Selmin arkadaşlarıyla bahçede oynamak için okula erken giderler.,Ayla and Selim arrive at the school early to play with their friends in the garden.
,185-ayla-tiene-3-amigas-de-su-klasa.jpeg,Ayla tiene tres amigas de su klasa. Kada una traye una kukla a la eskola.,Ayla tiene tres amigas de su clase. Cada una trae una muñeca a la escuela.,Ayla'nin sınıfından üç kız arkadaşı var. Her biri okula bir bebek getirir.,Ayla has three friends from her class. Each one of them brings a doll to school.
,186-selim-i-sus-amigos-siempre-djugan-kon-el-top-ke-tienen.jpeg,"Selim i sus amigos siempre djugan kon el top ke tiene, u futbol u basketbol.","Selim y sus amigos siempre juegan con su pelota, o a fútbol o al baloncesto.","Selim ve arkadaşları her zaman toplarıyla oynarlar, ya futbol ya da basketbol.","Selim and his friends always play with their ball, either football or basketball."
,187-a-las-ocho-i-media-la-kampana-300x300.jpeg,A las ocho i media sona la kampana de entrar a klasa.,"A las ocho y media, la campana de entrar a clase suena.",Saat sekiz buçukta sınıfa giriş çanı çalar.,At half past eight the bell to go to class rings.
,188-todos-los-ijikos-azen-una-sira.jpeg,Todos los ijikos se azen una sira i entran a la klasa.,Todos los niños hacen una fila y entran a clase.,Bütün çocuklar tek sıra olurlar ve sınıfa girerler.,All the kids make a line and go into class.
,189-esta-semana-es-muy-importante-300x300.jpeg,Esta semana es muy importante. El dia de Alhad a la noche empesa el muevo anyo djudyo.,Ésta semana es muy importante. Domingo por la noche espieza el nuevo año judío.,Bu hafta çok önemli. Pazar akşamı Yahudilerin yeni yılı başlıyor.,"This week is very important. On Sunday evening, the Jewish new year begins."
,190.-el-muevo-anyo-de-los-djudios.jpeg,El muevo anyo de los djudyos siempre kaye en el mez de Septiembre. Se yama Rosh Ashana.,El nuevo año judío es siempre en el mes de septiembre. Se llama Rosh Ashana.,Yahudilerin yeni yıli her zaman eylül ayına düşer. Adı Roş Aşana'dır.,The Jewish new year is always in September. It's called Rosh Ashana.
,191.-todas-las-fiestas-son-buenas-okazyones.jpeg,Todas las fiestas son buenas okazyones para arekojer la famiya entera al torno de una meza.,Todas las fiestas son buenas ocasiones para reunir toda la familia alrededor de una mesa.,Bütün bayramlar bütün aileyi bir masa etrafına toplamak için iyi fırsatlardır.,All holidays are good occasions to gather the whole family around a table.
,192.-en-rosh-ashana-se-kome-de-todas.jpeg,"En Rosh Ashana, se kome de todas las yervas ke mos da la tierra i siguro ke se kome pishkado i karne.","En Rosh Ashana, se come de todas las verduras que nos da la tierra i por supuesto pescado y carne.",Roş Aşana'da toprağın bize verdiği bütun sebzelerden ve tabii ki balık ve et yenir.,"In Rosh Ashana, we eat from all the vegetables mother earth gives to us and of course fish and meat."
,193.-la-tradision-es-ke-el-balaby-de-kaza.jpeg,La tradision es ke el balabay de kaza koma la kavesa del pishkado para ke reushka en todo lo ke aze.,"Según la tradición, el jefe del hogar come la cabeza del pescado para tener éxito en todo lo que hace.",Gelneğe göre evin reisi giriştiği her işte başarılı olmak için balığın kafasını yemelidir.,"According to tradition, the host eats the head of the fish to be successful in everything he undertakes."
,194.-antes-a-los-chikos-se-regalava.jpeg,"Antes, a los chikos se regalava vistidos muevas para el muevo anyo. Agora esto ya no es mas uzo.","Antes, a los chicos se regalaban ropa nueva para el año nuevo. Ahora ésto ya no se hace.","Eskiden, küçüklere yeni yıl için yeni kiyafetler alınırdı. Artık bu yapılmıyor.","In old times, the youngsters got new clothes for the new year. It is not done like that anymore."
,195-vos-auguramos-a-todos.jpeg,Vos auguramos a todos anyada buena i dulse kon salud buena i muncha felisidad.,Os deseamos a todos un año bueno y dulce con salud buena y mucha felicidad.,Hepinize sağlıklı ve mutlu iyi ve tatlı yeni yıllar dileriz.,We wish you a good and sweet year with good health and a lot of happiness.
,196-oy-es-el-aniversaryo-de-Ayla.jpeg,Oy es el aniversaryo de Ayla. Va tener 7 anyos.,Hoy es el cumpleaños de Ayla. Va a tener 7 años.,Bugün Ayla'nin doğum günü. 7 yaşında olacak.,Today is Ayla's birthday. She will be 7.
,197-la-madre-de-ayla-invito-a-todas-las-amigas.jpeg,La madre de Ayla invito a todas las amigas de la eskola de las 2 asta 6 de la tadre.,La madre de Ayla invitó a todas las amigas de la escuela desde las 2 hasta las 6 por la tarde.,Ayla'nın annesi bütün okul arladaşlarını öğleden sonra 2'den 6'ya davet etti.,Ayla's mother invited all of Ayla's school friends from 2 to 6 in the afternoon.
,198-ayla-tiene-un-fostan-muevo-para-su-parti.jpeg,Ayla tiene un fostan muevo para su parti de aniversaryo.,Ayla tiene ropa nueva para su fiesta de cumpleaños.,Ayla'nın doğum günü partisi için yeni bir elbisesi var.,Ayla has a new dress for her birthday party.
,199-ayla-esta-ayudando-a-su-madre.jpeg,Ayla esta ayudando a su madre a azer sandvichikos para sus amigas.,Ayla está ayudando a su madre a hacer sándwiches pequeños para sus amigas.,Ayla annesine arkadaşları için küçük sandivçler yapmaya yardım ediyor.,Ayla is helping her mother make little sandwiches for her friends.
,200-la-madre-de-ayla-esta-aziendo-un-grande-gato-salami.jpeg,La madre de Ayla esta aziendo un grande gato salami porke este gato es el favorito.,La madre de Ayla está haciendo un grande pastél mosáico porque éste pastel es el favorito.,Ayla'nın annesi büyük bir mozaik pasta yapıyor çünkü bu pasta en sevileni.,Ayla's mother is making a mosaic cake because this cake is the favorite.
,201-el-padre-de-ayla-esta-unflando-balones.jpeg,"El padre de Ayla esta unflando balones i Selim, su ermano los esta enkolgando.","El padre de Ayla está inflando globos y Selim, su hermano los está colgando.",Ayla'nin babası balon şişiriyor ve abisi Selim onları asıyor.,Ayla's father is inflating balloons and her brother Selim is hanging them.
,202-todo-esta-pronto_-ayla-esta-vistida-300x300.jpeg,Todo esta pronto; Ayla esta vistida. Ya sonaron a la puerta; la primera amiga ya vino.,Todo está listo; Ayla está vestida. Ya llamaron a la puerta; su primer amiga ya llegó.,Herşey hazır; Ayla giyinik. Kapayı çaldılar; ilk arkadaşi geldi.,Everything is ready; Ayla is dressed. The bell has rung; the first friends has arrived.
,203-ya-esta-4-i-media.-la-madre-de-ayla.jpeg,Ya esta 4 i media. La madre de Ayla aparejo la mesa para las chikas i todas estan asentadas al rededor de la meza.,Ya son las 4:30. La madre de Ayla preparó la mesa para las niñas y todas están sentadas alrededor.,Saat 4:30. Ayla'nın annesi küçükler için masayı hazırladı ve hepsi masanın etrafında oturuyorlar.,It is 4:30 pm Ayla's mother has prepared the table for the girls and they are all seated around it.
,204-el-padre-de-ayla-esta-trayendo-el-gato-kon.jpeg,El padre de Ayla esta trayendo el gato kon las kandelas asendidas.,El padre de Ayla está trayendo el pastel con las velas encendidas.,Ayla'nın babası mumları yanan pastayı getiriyor.,Ayla's father is bringing the cake with the candles burning.
,205-todos-estan-kantando-la-kantika.jpeg,"Todos estan kantando la kantika ""Happy Birthday Ayla""i Ayla esa amatando las kandelas.","Todos están cantando la canción ""Happy Birthday Ayla"" y Ayla está apagando las velas.","Herkes ""Happy birthday Ayla"" şarkısını söylüyor ve Ayla da mumları söndürüyor.","Everyone is singing ""Happy Birthday Ayla"" and Ayla is blowing out the candles."
,206-a-las-6-las-madres-de-las-300x300.jpeg,"A las 6, las madres de las otras chikas vienen a tomarlas.","A las 6:00, las madres de las otras niñas vienen a recogerlas.",Saat 6'da küçük kızların anneleri onları almaya gelirler.,"At 6:00, the mothers of the other girls come to get them."
,207-despues-ke-todos-se-van-ayla.jpeg,"Despues ke todos se van, Ayla avre sus regalos.","Después que todos se van, Ayla abre sus regalos.",Herkes gittikten sonra Ayla hediyelerini açar.,"After everyone leaves, Ayla opens her presents."
,208-los-regalos-de-Ayla-estan-muy-ermozos.jpeg,"Los regalos de Ayla estan muy ermozos, livros, djuguetes i mizmo un set de makiyaj.","Los regalos de Ayla son muy bonitos, libros, juguetes y también un set de maquillaje.","Ayla'nın hediyeleri çok güzel, kitaplar, oyuncaklar ve hatta bır makyaj seti.","Ayla's presents are very nice, books, toys, and even a make-up set."
,209-a-las-siete-va-empesar-la-sigunda-parte.jpeg,A las siete va empesar la sigunda parte del aniversarya de Ayla.,A las siete va a empezar la segunda parte del cumpleaños de Ayla.,Saat yedide Ayla'nin doğum gününün ikinci kısmı başlayacak.,"At seven, the second part of Ayla's brithday will start."
,210-ya-estamos-en-Noviembre.jpeg,Ya estamos en Noviembre. Es puro otonyo. Los tiempos ya arefreskaron.,Ya estamos en Noviembre. Es pleno otoño. El tiempo está más fresco.,Kasım ayındayız. Tam sonbahar. Havalar serinledi.,We are in November. It is pure autumn. It has gotten cooler.
,211.-los-arvoles-ya-empesaron-a-verter.jpeg,Los arvoles ya empesaron a verter sus ojas.,Los árboles empiezan a perder sus hojas.,Ağaçlar yapraklarını dökmeye başladı.,The trees have started to shed their leaves.
,212.-las-kolores-del-otonyo-me-plazen-muncho.jpeg,"Las colores de otonyo me plazen muncho; amariyo, oranj i mizmo kolorado.","Me gustan los colores del otoño: amarillo, naranja y también rojo.","Sonbahar renklerini çok severim: sarı, turuncu, ve hatta kırmızi.","I like the colors of autumn; yellow orange, and even red."
,213.-en-otonyo-ya-empesan-las-luvyas.jpeg,En otonyo ya empesan las luvyas. Esto es bueno porke se inchen los barajes de agua.,En otoño empiezan las lluvias. Esto es bueno porque las presas se llenan de agua.,Sonbaharda yağmular başlar. Bu iyidir çünkü barajlar suyla dolar.,The rains start in autumn. This is good because the dams/reservoirs fill with water.
,214.-ya-es-tiempo-de-guadrar-las-vistimientas-del-enverano.jpeg,Ya es tiempo de guadrar las vestimientas del enverano i kitar lo de invierno en medio.,Es tiempo de guardar la ropa de verano y sacar la de invierno.,Yazlık kiyafetleri saklayıp kışlıkları çikartmanın zamanıdır,It is time to put away the summer clothes and take out the winter ones.
,215.-los-dias-ya-se-azen-mas-kurtos.jpeg,Los dias ya se azen mas kurtos i las noches se alargan.,Los días se hacen más cortos y las noches más largas.,Günler kısalar ve geceler uzar.,The days get shorter and the nights get longer.
,216.-la-natura-en-otonyo-es-muy-ermoza.jpeg,La natura en otonyo es muy ermoza.,La naturaleza en otoño es muy hermosa.,Sonbaharda tabiat çok güzeldir.,Nature in autumn is beautiful.
